,index,Spend evening with siblings,Spend evening with relatives,Spend evening with neighbor,Spend evening with parents,Spend evening with friends,Spend evening at bar,General happiness,siblings,relatives,neighbor,parents,friends,social_score
9889,9889,Once a year,Sev times a year,Sev times a mnth,Sev times a year,Sev times a mnth,Sev times a year,Pretty happy,2,4,5,4,5,20
9890,9890,Once a year,Sev times a year,Almost daily,Once a year,Sev times a week,Once a year,Pretty happy,2,4,7,2,6,21
9891,9891,Once a month,Once a month,Sev times a week,No such people,Once a month,Never,Pretty happy,3,3,6,0,3,15
9892,9892,Sev times a week,Sev times a week,Once a month,Never,Once a month,Never,Pretty happy,6,6,3,1,3,19
9893,9893,Never,Sev times a week,Sev times a week,No such people,Sev times a mnth,Never,Pretty happy,1,6,6,0,5,18
9894,9894,Sev times a mnth,Sev times a year,Sev times a week,Sev times a week,Once a month,Never,Very happy,5,4,6,6,3,24
9895,9895,Sev times a mnth,Once a month,Sev times a week,No such people,Once a month,Never,Not too happy,5,3,6,0,3,17
9896,9896,Sev times a year,Sev times a mnth,Sev times a year,No such people,Once a year,Never,Very happy,4,5,4,0,2,15
9897,9897,Sev times a year,Once a month,Sev times a year,Sev times a year,Sev times a year,Once a month,Very happy,4,3,4,4,4,19
9898,9898,Sev times a year,Sev times a year,Sev times a year,No such people,Once a year,Never,Very happy,4,4,4,0,2,14
9899,9899,Sev times a year,Once a month,Sev times a year,Once a month,Sev times a year,Never,Pretty happy,4,3,4,3,4,18
9900,9900,Once a month,Once a month,Sev times a year,Sev times a week,Once a month,Never,Very happy,3,3,4,6,3,19
9901,9901,No such people,Once a year,Sev times a year,No such people,Sev times a year,Once a year,Pretty happy,0,2,4,0,4,10
9902,9902,No such people,Once a month,Never,No such people,Sev times a year,Never,Not too happy,0,3,1,0,4,8
9903,9903,Once a year,Sev times a week,Sev times a week,No such people,Sev times a year,Never,Not too happy,2,6,6,0,4,18
9904,9904,Once a year,Once a month,Never,Never,Sev times a year,Never,Pretty happy,2,3,1,1,4,11
9905,9905,No such people,Sev times a mnth,Sev times a year,No such people,Sev times a year,Sev times a year,Pretty happy,0,5,4,0,4,13
9906,9906,Never,Once a month,Once a month,Once a month,Once a month,Sev times a mnth,Pretty happy,1,3,3,3,3,13
9907,9907,Once a month,Once a month,Once a month,Once a month,Sev times a year,Never,Pretty happy,3,3,3,3,4,16
9908,9908,Sev times a year,Sev times a year,Sev times a week,No such people,Sev times a mnth,Sev times a year,Pretty happy,4,4,6,0,5,19
9909,9909,Sev times a mnth,Sev times a week,Sev times a week,No such people,Sev times a mnth,Never,Not too happy,5,6,6,0,5,22
9910,9910,Sev times a week,Sev times a mnth,Sev times a week,No such people,Sev times a week,Sev times a mnth,Very happy,6,5,6,0,6,23
9911,9911,Once a year,Sev times a week,Sev times a mnth,Sev times a mnth,Sev times a year,Once a year,Pretty happy,2,6,5,5,4,22
9912,9912,Sev times a week,Sev times a year,Never,No such people,Sev times a mnth,Sev times a mnth,Very happy,6,4,1,0,5,16
9913,9913,Never,Never,Sev times a week,Almost daily,Sev times a year,Never,Very happy,1,1,6,7,4,19
9914,9914,Never,Once a year,Never,Never,Sev times a year,Never,Pretty happy,1,2,1,1,4,9
9915,9915,Sev times a year,Once a month,Once a month,Once a month,Sev times a year,Never,Pretty happy,4,3,3,3,4,17
9916,9916,Sev times a mnth,Sev times a mnth,Sev times a week,No such people,Sev times a week,Once a year,Pretty happy,5,5,6,0,6,22
9917,9917,Once a year,Sev times a year,Sev times a week,No such people,Sev times a year,Never,Not too happy,2,4,6,0,4,16
9918,9918,Sev times a week,Sev times a week,Sev times a week,No such people,Sev times a week,Never,Very happy,6,6,6,0,6,24
9919,9919,No such people,Once a year,Never,Once a month,Sev times a year,Almost daily,Very happy,0,2,1,3,4,10
9920,9920,Once a year,Sev times a year,Never,No such people,Never,Never,Pretty happy,2,4,1,0,1,8
9921,9921,Once a month,Sev times a year,Never,No such people,Sev times a mnth,Once a month,Pretty happy,3,4,1,0,5,13
9922,9922,Almost daily,Almost daily,Sev times a week,Almost daily,Sev times a year,Sev times a week,Pretty happy,7,7,6,7,4,31
9923,9923,Never,Never,Never,Never,Sev times a week,Once a month,Pretty happy,1,1,1,1,6,10
9924,9924,Once a year,Once a month,Sev times a week,Once a year,Never,Never,Very happy,2,3,6,2,1,14
9925,9925,Once a year,Once a year,Sev times a week,Once a year,Sev times a week,Never,Very happy,2,2,6,2,6,18
9926,9926,Sev times a year,Sev times a year,Sev times a week,Sev times a year,Sev times a mnth,Once a month,Very happy,4,4,6,4,5,23
9927,9927,Never,Sev times a mnth,Sev times a mnth,No such people,Sev times a mnth,Sev times a mnth,Pretty happy,1,5,5,0,5,16
9928,9928,Once a year,Sev times a year,Never,No such people,Once a month,Sev times a year,Pretty happy,2,4,1,0,3,10
9929,9929,Once a month,Sev times a week,Never,No such people,Sev times a year,Never,Pretty happy,3,6,1,0,4,14
9930,9930,Almost daily,Sev times a week,Sev times a week,Sev times a mnth,Sev times a mnth,Sev times a year,Pretty happy,7,6,6,5,5,29
9931,9931,Never,Once a year,Never,No such people,Never,Never,Not too happy,1,2,1,0,1,5
9932,9932,Almost daily,Almost daily,Sev times a week,Almost daily,Sev times a mnth,Sev times a week,Not too happy,7,7,6,7,5,32
9933,9933,Almost daily,Sev times a week,Once a year,Sev times a week,Once a month,Once a year,,7,6,2,6,3,24
9934,9934,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Sev times a mnth,Sev times a week,Pretty happy,6,6,6,6,5,29
9935,9935,Once a year,Once a year,Never,No such people,Never,Sev times a year,Not too happy,2,2,1,0,1,6
9936,9936,Almost daily,Almost daily,Sev times a week,No such people,Sev times a mnth,Never,Very happy,7,7,6,0,5,25
9937,9937,Once a month,Once a month,Once a month,Sev times a mnth,Never,Sev times a year,Very happy,3,3,3,5,1,15
9938,9938,Sev times a year,Sev times a week,Never,Sev times a week,Sev times a week,Sev times a week,Pretty happy,4,6,1,6,6,23
9939,9939,Once a year,Sev times a year,Once a year,No such people,Sev times a year,Never,Pretty happy,2,4,2,0,4,12
9940,9940,Sev times a mnth,Sev times a year,Once a year,Sev times a mnth,Sev times a year,Never,Pretty happy,5,4,2,5,4,20
9941,9941,Once a year,Sev times a year,Sev times a week,No such people,Once a year,Never,Not too happy,2,4,6,0,2,14
9942,9942,Sev times a year,Sev times a week,Never,Sev times a week,Sev times a year,Never,Pretty happy,4,6,1,6,4,21
9943,9943,Sev times a mnth,Sev times a mnth,Once a month,No such people,Sev times a year,Never,Pretty happy,5,5,3,0,4,17
9944,9944,Sev times a year,Sev times a year,Once a year,No such people,Sev times a mnth,Sev times a mnth,Very happy,4,4,2,0,5,15
9945,9945,No such people,Sev times a week,Once a year,No such people,Sev times a year,Never,Pretty happy,0,6,2,0,4,12
9946,9946,Sev times a week,Sev times a week,Sev times a week,Once a month,Sev times a week,Sev times a mnth,Pretty happy,6,6,6,3,6,27
9947,9947,Sev times a year,Once a month,Once a month,No such people,Sev times a year,Never,Pretty happy,4,3,3,0,4,14
9948,9948,No such people,Sev times a year,Once a year,Sev times a mnth,Sev times a year,Never,Pretty happy,0,4,2,5,4,15
9949,9949,Once a year,Sev times a week,Never,No such people,Sev times a mnth,Never,Very happy,2,6,1,0,5,14
9950,9950,Once a month,Once a month,Never,Sev times a mnth,Never,Never,Pretty happy,3,3,1,5,1,13
9951,9951,Sev times a mnth,Once a month,Sev times a year,Once a month,Sev times a week,Never,Pretty happy,5,3,4,3,6,21
9952,9952,Sev times a year,Sev times a mnth,Never,Sev times a year,Sev times a mnth,Sev times a mnth,Pretty happy,4,5,1,4,5,19
9953,9953,Sev times a year,Once a month,Never,No such people,Never,Never,Pretty happy,4,3,1,0,1,9
9954,9954,Never,Sev times a mnth,Never,Never,Sev times a mnth,Never,Pretty happy,1,5,1,1,5,13
9955,9955,Once a month,Once a month,Once a year,Once a month,Sev times a year,Once a month,Pretty happy,3,3,2,3,4,15
9956,9956,Once a month,Sev times a mnth,Sev times a week,Sev times a week,Sev times a mnth,Never,Pretty happy,3,5,6,6,5,25
9957,9957,Once a year,Once a month,Sev times a year,Once a month,Once a year,Sev times a mnth,Pretty happy,2,3,4,3,2,14
9958,9958,Never,Never,Sev times a week,Never,Once a month,Never,Pretty happy,1,1,6,1,3,12
9959,9959,Once a month,Sev times a week,Almost daily,Don't know,Sev times a mnth,Never,Pretty happy,3,6,7,0,5,21
9960,9960,Sev times a mnth,Sev times a year,Sev times a week,No such people,Sev times a mnth,Never,Pretty happy,5,4,6,0,5,20
9961,9961,Sev times a year,Sev times a year,Never,Sev times a year,Never,Once a year,Pretty happy,4,4,1,4,1,14
9962,9962,Once a year,Sev times a mnth,Sev times a mnth,Once a year,Sev times a mnth,Once a year,Pretty happy,2,5,5,2,5,19
9963,9963,Never,Sev times a week,Sev times a mnth,No such people,Once a month,Never,Pretty happy,1,6,5,0,3,15
9964,9964,Almost daily,Almost daily,Never,No such people,Never,Never,Pretty happy,7,7,1,0,1,16
9965,9965,Sev times a year,Sev times a week,Never,Sev times a year,Sev times a year,Never,Pretty happy,4,6,1,4,4,19
9966,9966,No such people,Sev times a mnth,Sev times a year,Sev times a year,Sev times a mnth,Never,Pretty happy,0,5,4,4,5,18
9967,9967,Sev times a mnth,Sev times a mnth,Sev times a mnth,Sev times a week,Sev times a week,Never,Pretty happy,5,5,5,6,6,27
9968,9968,Sev times a year,Sev times a year,Sev times a mnth,Sev times a year,Sev times a mnth,Sev times a year,Very happy,4,4,5,4,5,22
9969,9969,Sev times a year,Sev times a mnth,Never,Sev times a mnth,Sev times a week,Sev times a year,Pretty happy,4,5,1,5,6,21
9970,9970,Sev times a mnth,Sev times a mnth,Sev times a year,Sev times a year,Sev times a week,Sev times a mnth,Very happy,5,5,4,4,6,24
9971,9971,Never,Sev times a year,Never,No such people,Sev times a year,Never,Very happy,1,4,1,0,4,10
9972,9972,Sev times a year,Sev times a week,Sev times a week,No such people,Sev times a week,Sev times a week,Pretty happy,4,6,6,0,6,22
9973,9973,Once a year,Sev times a week,Sev times a week,Once a year,Sev times a mnth,Sev times a year,Pretty happy,2,6,6,2,5,21
9974,9974,Sev times a mnth,Sev times a mnth,Sev times a year,No such people,Sev times a mnth,Sev times a week,Very happy,5,5,4,0,5,19
9975,9975,Once a year,Sev times a year,Once a year,Once a year,Sev times a year,Never,Pretty happy,2,4,2,2,4,14
9976,9976,Never,Sev times a week,Never,Never,Never,Never,Pretty happy,1,6,1,1,1,10
9977,9977,Once a year,Sev times a mnth,Once a month,Sev times a year,Sev times a mnth,Sev times a year,Pretty happy,2,5,3,4,5,19
9978,9978,Never,Once a month,Sev times a year,Once a month,Sev times a year,Sev times a week,Pretty happy,1,3,4,3,4,15
9979,9979,Sev times a mnth,Sev times a mnth,Sev times a week,No such people,Sev times a mnth,Never,Very happy,5,5,6,0,5,21
9980,9980,Sev times a year,Almost daily,Sev times a mnth,No such people,Sev times a mnth,Never,Pretty happy,4,7,5,0,5,21
9981,9981,Once a year,Once a year,Never,No such people,Once a month,Never,Not too happy,2,2,1,0,3,8
9982,9982,Sev times a week,Almost daily,Sev times a week,No such people,Sev times a mnth,Never,Pretty happy,6,7,6,0,5,24
9983,9983,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Sev times a mnth,Never,Pretty happy,6,6,6,6,5,29
9984,9984,Sev times a year,Once a year,Never,No such people,Once a year,Never,Not too happy,4,2,1,0,2,9
9985,9985,Never,Sev times a mnth,Never,No such people,Never,Never,Very happy,1,5,1,0,1,8
9986,9986,Almost daily,Sev times a mnth,Sev times a week,No such people,Sev times a week,Never,Pretty happy,7,5,6,0,6,24
9987,9987,No such people,Almost daily,Sev times a week,No such people,Sev times a week,Never,Pretty happy,0,7,6,0,6,19
9988,9988,No such people,Sev times a year,Never,No such people,Sev times a mnth,Once a month,Pretty happy,0,4,1,0,5,10
9989,9989,Almost daily,Sev times a mnth,Sev times a week,Sev times a year,Almost daily,Never,Not too happy,7,5,6,4,7,29
9990,9990,Once a year,Once a year,Never,Never,Once a month,Sev times a week,Not too happy,2,2,1,1,3,9
9991,9991,Sev times a week,Sev times a week,Never,Sev times a year,Sev times a week,Sev times a year,Pretty happy,6,6,1,4,6,23
9992,9992,Sev times a mnth,Once a month,Never,Sev times a mnth,Sev times a year,Sev times a year,Pretty happy,5,3,1,5,4,18
9993,9993,Sev times a mnth,Sev times a week,Once a year,Sev times a week,Almost daily,Never,Pretty happy,5,6,2,6,7,26
9994,9994,Sev times a year,Sev times a year,Sev times a mnth,No such people,Sev times a year,Never,Very happy,4,4,5,0,4,17
9995,9995,No such people,Sev times a mnth,Never,No such people,Never,Never,Very happy,0,5,1,0,1,7
9996,9996,Once a year,Sev times a week,Sev times a week,No such people,Once a month,Never,Very happy,2,6,6,0,3,17
9997,9997,Sev times a year,Sev times a week,Once a month,Sev times a year,Once a month,Never,Pretty happy,4,6,3,4,3,20
9998,9998,Once a year,Sev times a week,Sev times a week,No such people,Sev times a week,Never,Very happy,2,6,6,0,6,20
9999,9999,No such people,Once a year,Never,No such people,Sev times a year,Never,Very happy,0,2,1,0,4,7
10000,10000,Sev times a week,Sev times a week,Never,Sev times a week,Sev times a year,Once a year,Not too happy,6,6,1,6,4,23
10001,10001,Sev times a week,Sev times a year,Sev times a week,No such people,Once a month,Never,Pretty happy,6,4,6,0,3,19
10002,10002,No such people,Sev times a year,Never,No such people,Never,Sev times a mnth,Pretty happy,0,4,1,0,1,6
10003,10003,Sev times a year,Sev times a mnth,Sev times a year,Sev times a mnth,Sev times a year,Never,Very happy,4,5,4,5,4,22
10004,10004,Sev times a week,Sev times a year,Sev times a week,No such people,Sev times a week,Never,Pretty happy,6,4,6,0,6,22
10005,10005,Once a year,Sev times a year,Sev times a year,Sev times a year,Sev times a mnth,Never,Very happy,2,4,4,4,5,19
10006,10006,Sev times a week,Sev times a mnth,Sev times a week,Sev times a week,Once a month,Sev times a year,Pretty happy,6,5,6,6,3,26
10007,10007,Sev times a week,Almost daily,Sev times a week,Never,Never,Sev times a week,Not too happy,6,7,6,1,1,21
10008,10008,Sev times a mnth,Sev times a week,Once a year,Sev times a mnth,Almost daily,Once a month,Very happy,5,6,2,5,7,25
10009,10009,Sev times a year,Sev times a year,Almost daily,Sev times a year,Sev times a mnth,Once a year,Very happy,4,4,7,4,5,24
10010,10010,Sev times a week,Sev times a week,Almost daily,Sev times a week,Sev times a week,Sev times a week,Pretty happy,6,6,7,6,6,31
10011,10011,Sev times a year,Once a month,Sev times a week,Never,Sev times a year,Never,Pretty happy,4,3,6,1,4,18
10012,10012,Once a month,Once a month,Sev times a week,Once a month,Sev times a week,Sev times a year,Very happy,3,3,6,3,6,21
10013,10013,Once a month,Sev times a year,Once a year,Sev times a week,Sev times a mnth,Sev times a week,Pretty happy,3,4,2,6,5,20
10014,10014,Once a year,Sev times a year,Sev times a year,Once a year,Sev times a mnth,Never,Pretty happy,2,4,4,2,5,17
10015,10015,Sev times a year,Sev times a year,Sev times a week,Sev times a year,Once a month,Never,Pretty happy,4,4,6,4,3,21
10016,10016,Sev times a year,Sev times a week,Once a year,Sev times a mnth,Sev times a year,Once a month,Pretty happy,4,6,2,5,4,21
10017,10017,No such people,Sev times a week,Once a month,Sev times a mnth,Once a month,Never,Pretty happy,0,6,3,5,3,17
10018,10018,Sev times a year,Sev times a year,Sev times a year,Sev times a year,Sev times a year,Once a year,Pretty happy,4,4,4,4,4,20
10019,10019,Once a year,Once a year,Sev times a week,Once a year,Sev times a mnth,Sev times a mnth,Very happy,2,2,6,2,5,17
10020,10020,Once a month,Sev times a year,Sev times a year,Sev times a year,Once a year,Sev times a year,Very happy,3,4,4,4,2,17
10021,10021,Once a year,Once a year,Once a month,Once a year,Never,Once a year,Pretty happy,2,2,3,2,1,10
10022,10022,Sev times a year,Once a year,Once a month,Sev times a year,Sev times a year,Once a year,Very happy,4,2,3,4,4,17
10023,10023,Never,Once a month,Sev times a year,Never,Once a year,Once a year,Pretty happy,1,3,4,1,2,11
10024,10024,Sev times a year,Sev times a year,Sev times a year,No such people,Sev times a year,Never,Pretty happy,4,4,4,0,4,16
10025,10025,Once a month,Sev times a mnth,Sev times a week,Sev times a mnth,Once a month,Never,Very happy,3,5,6,5,3,22
10026,10026,Once a month,Sev times a mnth,Sev times a mnth,Sev times a year,Sev times a mnth,Once a month,Pretty happy,3,5,5,4,5,22
10027,10027,Sev times a mnth,Sev times a mnth,Sev times a year,Sev times a week,Sev times a year,Sev times a year,Not too happy,5,5,4,6,4,24
10028,10028,Never,Once a year,Never,No such people,Once a year,Never,Very happy,1,2,1,0,2,6
10029,10029,Sev times a week,Almost daily,Sev times a week,Almost daily,Sev times a week,Once a month,Not too happy,6,7,6,7,6,32
10030,10030,No such people,Sev times a week,Sev times a week,Almost daily,Sev times a week,Sev times a week,Very happy,0,6,6,7,6,25
10031,10031,Sev times a week,Sev times a week,Almost daily,Never,Sev times a mnth,Sev times a mnth,Not too happy,6,6,7,1,5,25
10032,10032,Never,Once a year,Never,Never,Sev times a year,Never,Not too happy,1,2,1,1,4,9
10033,10033,Sev times a year,Sev times a week,Sev times a year,Sev times a mnth,Sev times a year,Never,Not too happy,4,6,4,5,4,23
10034,10034,Sev times a week,Sev times a week,Almost daily,Sev times a week,Almost daily,Once a year,Very happy,6,6,7,6,7,32
10035,10035,Almost daily,Sev times a week,Once a month,Sev times a mnth,Sev times a year,Once a year,Not too happy,7,6,3,5,4,25
10036,10036,Sev times a week,Sev times a week,Once a year,No such people,Sev times a year,Once a year,Not too happy,6,6,2,0,4,18
10037,10037,No such people,Sev times a year,Sev times a week,No such people,Sev times a mnth,Once a year,Pretty happy,0,4,6,0,5,15
