,index,Spend evening with siblings,Spend evening with relatives,Spend evening with neighbor,Spend evening with parents,Spend evening with friends,Spend evening at bar,General happiness,siblings,relatives,neighbor,parents,friends,social_score
18397,18397,Sev times a year,Sev times a mnth,Once a year,Never,Never,Never,Very happy,4,5,2,1,1,13
18398,18398,Sev times a mnth,Sev times a mnth,Never,Sev times a year,Sev times a mnth,Once a year,Pretty happy,5,5,1,4,5,20
18399,18399,No such people,Once a year,Never,No such people,Sev times a year,Never,Pretty happy,0,2,1,0,4,7
18400,18400,Once a year,Sev times a mnth,Sev times a mnth,No such people,Once a month,Sev times a mnth,Pretty happy,2,5,5,0,3,15
18401,18401,Once a year,Sev times a mnth,Once a month,No such people,Sev times a week,Once a year,Very happy,2,5,3,0,6,16
18402,18402,Once a year,Once a month,Sev times a week,Never,Once a month,Once a year,Pretty happy,2,3,6,1,3,15
18403,18403,Never,Sev times a week,Never,Never,Never,Never,Pretty happy,1,6,1,1,1,10
18404,18404,Once a year,Sev times a year,Sev times a mnth,No such people,Sev times a mnth,Once a year,Very happy,2,4,5,0,5,16
18405,18405,Once a year,Sev times a mnth,Never,Never,Never,Never,Not too happy,2,5,1,1,1,10
18406,18406,No such people,Never,Sev times a mnth,Almost daily,Once a month,Never,Very happy,0,1,5,7,3,16
18407,18407,Sev times a year,Once a month,Sev times a mnth,No such people,Once a month,Never,Pretty happy,4,3,5,0,3,15
18408,18408,No such people,Never,Once a month,No such people,Sev times a year,Never,Pretty happy,0,1,3,0,4,8
18409,18409,Don't know,Almost daily,Sev times a week,Once a month,Almost daily,Sev times a week,Pretty happy,0,7,6,3,7,23
18410,18410,Almost daily,Almost daily,Sev times a week,Sev times a mnth,Sev times a week,Sev times a week,Pretty happy,7,7,6,5,6,31
18411,18411,Never,Never,Never,Never,Sev times a week,Never,Pretty happy,1,1,1,1,6,10
18412,18412,Sev times a week,Sev times a week,Never,Sev times a week,Sev times a week,Once a month,Not too happy,6,6,1,6,6,25
18413,18413,Almost daily,Sev times a week,Never,Sev times a week,Never,Never,Pretty happy,7,6,1,6,1,21
18414,18414,Almost daily,Almost daily,Sev times a week,Sev times a mnth,Sev times a mnth,Sev times a week,Pretty happy,7,7,6,5,5,30
18415,18415,Sev times a mnth,Sev times a mnth,Once a month,Sev times a mnth,Once a month,Never,Pretty happy,5,5,3,5,3,21
18416,18416,Never,Once a year,Never,Never,Never,Never,Pretty happy,1,2,1,1,1,6
18417,18417,No such people,Almost daily,Sev times a year,No such people,Sev times a year,Never,Pretty happy,0,7,4,0,4,15
18418,18418,Sev times a mnth,Sev times a week,Almost daily,Sev times a mnth,Sev times a week,Never,Very happy,5,6,7,5,6,29
18419,18419,No such people,Once a month,Almost daily,Sev times a mnth,Almost daily,Sev times a week,Not too happy,0,3,7,5,7,22
18420,18420,Sev times a year,Sev times a year,Once a month,No such people,Once a year,Never,Pretty happy,4,4,3,0,2,13
18421,18421,Never,Never,Never,No such people,Never,Never,Pretty happy,1,1,1,0,1,4
18422,18422,Sev times a year,Sev times a year,Never,Sev times a year,Sev times a mnth,Never,Very happy,4,4,1,4,5,18
18423,18423,Once a year,Once a month,Sev times a year,No such people,Sev times a year,Sev times a year,Pretty happy,2,3,4,0,4,13
18424,18424,Almost daily,Sev times a mnth,Sev times a week,Almost daily,Sev times a mnth,Never,Pretty happy,7,5,6,7,5,30
18425,18425,Once a year,Once a month,Once a month,No such people,Once a year,Never,Pretty happy,2,3,3,0,2,10
18426,18426,Never,Once a month,Never,Once a month,Never,Never,Very happy,1,3,1,3,1,9
18427,18427,Once a year,Sev times a year,Never,No such people,Never,Never,Very happy,2,4,1,0,1,8
18428,18428,Sev times a week,Sev times a mnth,Sev times a year,Sev times a week,Sev times a mnth,Never,Very happy,6,5,4,6,5,26
18429,18429,Sev times a mnth,Sev times a mnth,Sev times a week,Sev times a mnth,Sev times a week,Once a month,Pretty happy,5,5,6,5,6,27
18430,18430,Sev times a week,Almost daily,Sev times a week,Sev times a mnth,Once a month,Once a year,Pretty happy,6,7,6,5,3,27
18431,18431,Once a year,Sev times a mnth,Once a month,Sev times a mnth,Once a month,Once a month,Pretty happy,2,5,3,5,3,18
18432,18432,Almost daily,Sev times a week,Almost daily,No such people,Once a year,Never,Very happy,7,6,7,0,2,22
18433,18433,No such people,Sev times a week,Once a month,No such people,Once a year,Never,Very happy,0,6,3,0,2,11
18434,18434,Almost daily,Never,Never,Almost daily,Once a month,Once a year,Not too happy,7,1,1,7,3,19
18435,18435,Once a month,Sev times a week,Once a month,Sev times a week,Sev times a week,Never,Pretty happy,3,6,3,6,6,24
18436,18436,Sev times a year,Sev times a mnth,Sev times a mnth,No such people,Once a year,Never,Pretty happy,4,5,5,0,2,16
18437,18437,Never,Never,Never,No such people,Never,Never,Pretty happy,1,1,1,0,1,4
18438,18438,Sev times a week,Sev times a year,Sev times a week,No such people,Never,Never,Not too happy,6,4,6,0,1,17
18439,18439,Sev times a mnth,Sev times a week,Almost daily,No such people,Once a year,Never,Very happy,5,6,7,0,2,20
18440,18440,No such people,Sev times a week,Almost daily,No such people,Once a year,Never,Pretty happy,0,6,7,0,2,15
18441,18441,Sev times a year,Sev times a year,Once a month,No such people,Sev times a year,Never,Very happy,4,4,3,0,4,15
18442,18442,No such people,Sev times a week,Sev times a mnth,Sev times a week,Sev times a year,Never,Very happy,0,6,5,6,4,21
18443,18443,Once a year,Once a month,Sev times a week,Sev times a week,Once a month,Never,Pretty happy,2,3,6,6,3,20
18444,18444,Sev times a year,Sev times a mnth,Once a year,Sev times a year,Sev times a year,Sev times a week,Very happy,4,5,2,4,4,19
18445,18445,Sev times a mnth,Sev times a week,Once a month,Almost daily,Sev times a week,Never,Pretty happy,5,6,3,7,6,27
18446,18446,Once a year,Once a month,Never,Once a month,Once a month,Once a year,Pretty happy,2,3,1,3,3,12
18447,18447,Once a year,Once a month,Once a year,Once a month,Once a year,Never,Pretty happy,2,3,2,3,2,12
18448,18448,Once a year,Sev times a week,Once a month,Once a month,Once a year,Never,Pretty happy,2,6,3,3,2,16
18449,18449,Once a year,Once a month,Sev times a week,No such people,Sev times a week,Sev times a week,Pretty happy,2,3,6,0,6,17
18450,18450,Never,Almost daily,Never,No such people,Never,Never,Not too happy,1,7,1,0,1,10
18451,18451,Once a year,Once a month,Sev times a week,Sev times a week,Almost daily,Never,Pretty happy,2,3,6,6,7,24
18452,18452,Never,Once a year,Never,Never,Never,Sev times a mnth,Pretty happy,1,2,1,1,1,6
18453,18453,Sev times a week,Sev times a week,Once a month,No such people,Sev times a year,Never,Pretty happy,6,6,3,0,4,19
18454,18454,No such people,Once a year,Never,Never,Never,Never,Not too happy,0,2,1,1,1,5
18455,18455,Almost daily,Almost daily,Never,Almost daily,Never,Never,Very happy,7,7,1,7,1,23
18456,18456,No such people,Sev times a mnth,Once a month,Sev times a mnth,Sev times a week,Sev times a mnth,Very happy,0,5,3,5,6,19
18457,18457,Sev times a mnth,Sev times a week,Sev times a mnth,Sev times a mnth,Once a month,Once a month,Pretty happy,5,6,5,5,3,24
18458,18458,No such people,Once a month,Sev times a mnth,No such people,Sev times a mnth,Never,Pretty happy,0,3,5,0,5,13
18459,18459,Sev times a year,Sev times a year,Sev times a year,Sev times a year,Once a month,Never,Pretty happy,4,4,4,4,3,19
18460,18460,Sev times a week,Sev times a week,Sev times a week,Almost daily,Sev times a week,Never,Very happy,6,6,6,7,6,31
18461,18461,Sev times a mnth,Once a month,Sev times a mnth,Almost daily,Once a year,Never,Very happy,5,3,5,7,2,22
18462,18462,Once a year,Once a month,Once a month,No such people,Once a month,Never,Pretty happy,2,3,3,0,3,11
18463,18463,Once a year,Once a month,Once a year,Almost daily,Once a year,Sev times a week,Not too happy,2,3,2,7,2,16
18464,18464,Sev times a mnth,Sev times a week,Once a month,Sev times a week,Once a year,Never,Pretty happy,5,6,3,6,2,22
18465,18465,Sev times a year,Sev times a week,Once a month,Sev times a week,Sev times a week,Once a year,Pretty happy,4,6,3,6,6,25
18466,18466,Sev times a year,Sev times a year,Sev times a year,No such people,Sev times a year,Never,Very happy,4,4,4,0,4,16
18467,18467,Never,Never,Never,No such people,Once a month,Sev times a mnth,Very happy,1,1,1,0,3,6
18468,18468,Once a year,Once a month,Never,No such people,Once a year,Never,Pretty happy,2,3,1,0,2,8
18469,18469,Once a month,Sev times a mnth,Never,Once a month,Once a month,Once a month,Not too happy,3,5,1,3,3,15
18470,18470,Sev times a week,Sev times a week,Almost daily,Sev times a week,Sev times a mnth,Never,Pretty happy,6,6,7,6,5,30
18471,18471,Once a month,Sev times a week,Sev times a mnth,Sev times a week,Once a month,Never,Pretty happy,3,6,5,6,3,23
18472,18472,Once a year,Once a year,Sev times a year,Once a year,Sev times a year,Never,Very happy,2,2,4,2,4,14
18473,18473,No such people,Once a year,Never,Once a month,Once a month,Never,Very happy,0,2,1,3,3,9
18474,18474,Once a month,Sev times a week,Never,Sev times a week,Once a month,Never,Pretty happy,3,6,1,6,3,19
18475,18475,Never,Once a year,Never,Sev times a year,Never,Sev times a year,Pretty happy,1,2,1,4,1,9
18476,18476,Sev times a year,Sev times a year,Sev times a week,Sev times a year,Sev times a mnth,Once a month,Very happy,4,4,6,4,5,23
18477,18477,Sev times a year,Sev times a year,Never,Sev times a year,Sev times a week,Once a month,Very happy,4,4,1,4,6,19
18478,18478,Sev times a year,Once a month,Sev times a year,Once a month,Sev times a mnth,Once a year,Very happy,4,3,4,3,5,19
18479,18479,No such people,Sev times a mnth,Almost daily,Once a month,Almost daily,Sev times a mnth,Pretty happy,0,5,7,3,7,22
18480,18480,Once a month,Once a year,Almost daily,Once a month,Almost daily,Sev times a mnth,Pretty happy,3,2,7,3,7,22
18481,18481,Once a month,Sev times a mnth,Almost daily,Sev times a mnth,Sev times a week,Sev times a week,Pretty happy,3,5,7,5,6,26
18482,18482,Sev times a year,Sev times a year,Once a month,Sev times a year,Once a month,Sev times a year,Pretty happy,4,4,3,4,3,18
18483,18483,Sev times a mnth,Once a year,Sev times a week,Sev times a mnth,Sev times a mnth,Almost daily,Pretty happy,5,2,6,5,5,23
18484,18484,Sev times a year,Never,Sev times a week,Sev times a year,Sev times a week,Sev times a week,Pretty happy,4,1,6,4,6,21
18485,18485,Sev times a year,Once a month,Once a month,Once a month,Once a month,Never,Not too happy,4,3,3,3,3,16
18486,18486,Sev times a mnth,Sev times a week,Sev times a week,Never,Sev times a mnth,Once a month,Very happy,5,6,6,1,5,23
18487,18487,Once a month,Once a month,Once a month,Once a month,Once a month,Sev times a year,Very happy,3,3,3,3,3,15
18488,18488,Sev times a mnth,Almost daily,Never,Almost daily,Once a month,Never,Not too happy,5,7,1,7,3,23
18489,18489,Sev times a year,Sev times a mnth,Sev times a mnth,Sev times a mnth,Sev times a week,Sev times a mnth,Pretty happy,4,5,5,5,6,25
18490,18490,No such people,Never,Never,No such people,Sev times a week,Never,Pretty happy,0,1,1,0,6,8
18491,18491,Once a month,Sev times a mnth,Sev times a year,Sev times a week,Once a year,Never,Pretty happy,3,5,4,6,2,20
18492,18492,Sev times a mnth,Once a month,Once a year,No such people,Sev times a week,Never,Very happy,5,3,2,0,6,16
18493,18493,Sev times a year,Sev times a mnth,Sev times a year,Sev times a year,Sev times a year,Never,Pretty happy,4,5,4,4,4,21
18494,18494,Sev times a year,Once a month,Sev times a year,Sev times a year,Once a month,Sev times a year,Pretty happy,4,3,4,4,3,18
18495,18495,Sev times a year,Sev times a mnth,Sev times a year,No such people,Sev times a year,Never,Pretty happy,4,5,4,0,4,17
18496,18496,Sev times a year,Sev times a year,Sev times a week,Sev times a year,Sev times a year,Sev times a mnth,Very happy,4,4,6,4,4,22
18497,18497,Once a year,Sev times a year,Once a year,Sev times a year,Once a year,Never,Very happy,2,4,2,4,2,14
18498,18498,Once a year,Sev times a week,Once a month,Sev times a week,Once a month,Once a year,Pretty happy,2,6,3,6,3,20
18499,18499,Sev times a mnth,Sev times a mnth,Once a month,Sev times a mnth,Sev times a mnth,Sev times a year,Very happy,5,5,3,5,5,23
18500,18500,Sev times a mnth,Sev times a mnth,Never,No such people,Once a month,Never,Pretty happy,5,5,1,0,3,14
18501,18501,Sev times a week,Sev times a week,Almost daily,Sev times a week,Sev times a week,Never,Very happy,6,6,7,6,6,31
18502,18502,Sev times a year,Sev times a week,Sev times a mnth,No such people,Once a month,Never,Pretty happy,4,6,5,0,3,18
18503,18503,Sev times a year,Once a year,Once a year,Sev times a mnth,Once a month,Never,Pretty happy,4,2,2,5,3,16
18504,18504,Sev times a mnth,Sev times a week,Sev times a week,Sev times a mnth,Sev times a week,Once a month,Very happy,5,6,6,5,6,28
18505,18505,Sev times a week,Sev times a week,Almost daily,Almost daily,Once a month,Never,Pretty happy,6,6,7,7,3,29
18506,18506,Sev times a mnth,Sev times a week,Sev times a mnth,Sev times a mnth,Almost daily,Never,Pretty happy,5,6,5,5,7,28
18507,18507,Once a month,Never,Never,No such people,Never,Never,Very happy,3,1,1,0,1,6
18508,18508,Sev times a week,Once a month,Once a year,Sev times a week,Once a year,Once a year,Very happy,6,3,2,6,2,19
18509,18509,Sev times a mnth,Sev times a week,Once a month,No such people,Sev times a mnth,Never,Pretty happy,5,6,3,0,5,19
18510,18510,Almost daily,Once a month,Once a month,Almost daily,Once a month,Never,Pretty happy,7,3,3,7,3,23
18511,18511,Sev times a week,Sev times a week,Sev times a week,Almost daily,Sev times a week,Once a month,Very happy,6,6,6,7,6,31
18512,18512,Once a year,Sev times a week,Once a year,No such people,Sev times a week,Once a year,Pretty happy,2,6,2,0,6,16
18513,18513,Sev times a year,Once a year,Sev times a week,Once a year,Sev times a year,Almost daily,Pretty happy,4,2,6,2,4,18
18514,18514,Once a month,Sev times a year,Once a month,Once a year,Sev times a week,Almost daily,Pretty happy,3,4,3,2,6,18
18515,18515,Never,Never,Once a month,Never,Never,Never,Not too happy,1,1,3,1,1,7
18516,18516,Sev times a year,Once a year,Sev times a week,Once a year,Once a month,Sev times a year,Very happy,4,2,6,2,3,17
18517,18517,No such people,Never,Sev times a mnth,No such people,Sev times a week,Never,Pretty happy,0,1,5,0,6,12
18518,18518,Once a month,Once a month,Once a month,No such people,Sev times a year,Never,Pretty happy,3,3,3,0,4,13
18519,18519,Once a year,Once a year,Sev times a mnth,Once a year,Sev times a year,Once a year,Very happy,2,2,5,2,4,15
18520,18520,No such people,Once a month,Sev times a week,No such people,Once a month,Never,Pretty happy,0,3,6,0,3,12
18521,18521,Sev times a week,Sev times a week,Never,Once a month,Once a year,Never,Very happy,6,6,1,3,2,18
18522,18522,No such people,Once a month,Never,No such people,Sev times a year,Never,Very happy,0,3,1,0,4,8
18523,18523,Sev times a year,Once a month,Sev times a mnth,Once a month,Sev times a year,Once a year,Very happy,4,3,5,3,4,19
18524,18524,Never,Sev times a year,Sev times a week,Once a year,Sev times a mnth,Once a month,Pretty happy,1,4,6,2,5,18
18525,18525,Once a year,Once a month,Sev times a year,Once a year,Once a year,Never,Very happy,2,3,4,2,2,13
18526,18526,Once a month,Once a month,Sev times a year,Once a month,Sev times a year,Never,Very happy,3,3,4,3,4,17
18527,18527,Sev times a week,Sev times a week,Never,Sev times a mnth,Sev times a week,Once a month,Not too happy,6,6,1,5,6,24
18528,18528,Once a year,Sev times a year,Once a month,No such people,Sev times a mnth,Sev times a year,Pretty happy,2,4,3,0,5,14
18529,18529,Sev times a week,Once a month,Never,No such people,Sev times a week,Never,Pretty happy,6,3,1,0,6,16
18530,18530,Sev times a year,Sev times a year,Never,Sev times a year,Sev times a mnth,Sev times a year,Pretty happy,4,4,1,4,5,18
18531,18531,Never,Once a year,Once a year,No such people,Once a month,Never,Very happy,1,2,2,0,3,8
18532,18532,Once a month,Sev times a mnth,Once a year,Once a month,Sev times a year,Sev times a year,Pretty happy,3,5,2,3,4,17
18533,18533,Never,Sev times a week,Never,Once a month,Sev times a year,Never,Pretty happy,1,6,1,3,4,15
18534,18534,Once a year,Sev times a week,Sev times a year,Once a year,Sev times a year,Sev times a year,Pretty happy,2,6,4,2,4,18
18535,18535,Once a year,Sev times a week,Never,Sev times a week,Never,Never,Not too happy,2,6,1,6,1,16
18536,18536,Once a year,Sev times a week,Never,Sev times a week,Sev times a mnth,Once a month,Pretty happy,2,6,1,6,5,20
18537,18537,Sev times a mnth,Sev times a week,Almost daily,Sev times a week,Sev times a mnth,Never,Not too happy,5,6,7,6,5,29
18538,18538,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Once a year,Very happy,6,6,6,6,6,30
18539,18539,Once a month,Sev times a mnth,Sev times a mnth,Sev times a mnth,Sev times a mnth,Never,Not too happy,3,5,5,5,5,23
18540,18540,Once a year,Almost daily,Never,Almost daily,Sev times a mnth,Never,Very happy,2,7,1,7,5,22
18541,18541,Once a year,Sev times a year,Never,Sev times a year,Once a month,Once a month,Not too happy,2,4,1,4,3,14
18542,18542,Almost daily,Almost daily,Sev times a mnth,Almost daily,Sev times a mnth,Sev times a mnth,Not too happy,7,7,5,7,5,31
18543,18543,Almost daily,Almost daily,Sev times a week,Almost daily,Sev times a mnth,Sev times a year,Pretty happy,7,7,6,7,5,32
18544,18544,Sev times a year,Never,Almost daily,Sev times a year,Sev times a mnth,Sev times a mnth,Pretty happy,4,1,7,4,5,21
18545,18545,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Once a month,Pretty happy,6,6,6,6,6,30
18546,18546,Sev times a mnth,Once a year,Once a year,Sev times a mnth,Sev times a mnth,Sev times a year,Not too happy,5,2,2,5,5,19
18547,18547,Sev times a mnth,Sev times a year,Sev times a week,Sev times a mnth,Almost daily,Once a month,Pretty happy,5,4,6,5,7,27
18548,18548,Sev times a week,Sev times a week,Never,Sev times a week,Never,Never,Pretty happy,6,6,1,6,1,20
18549,18549,Once a month,Sev times a year,Sev times a year,Sev times a mnth,Sev times a year,Sev times a year,Not too happy,3,4,4,5,4,20
18550,18550,Sev times a week,Sev times a year,Sev times a mnth,Sev times a year,Once a month,Once a month,Pretty happy,6,4,5,4,3,22
18551,18551,Sev times a year,Sev times a year,Almost daily,Sev times a year,Sev times a mnth,Once a month,Very happy,4,4,7,4,5,24
18552,18552,Sev times a week,Sev times a week,Sev times a week,Sev times a week,Sev times a mnth,Once a year,Pretty happy,6,6,6,6,5,29
18553,18553,Sev times a mnth,Sev times a mnth,Sev times a mnth,Sev times a mnth,Sev times a mnth,Sev times a year,Pretty happy,5,5,5,5,5,25
18554,18554,Once a month,Once a month,Sev times a week,Sev times a mnth,Once a month,Never,Pretty happy,3,3,6,5,3,20
18555,18555,Sev times a mnth,Sev times a year,Once a year,Sev times a mnth,Sev times a mnth,Sev times a year,Not too happy,5,4,2,5,5,21
18556,18556,Never,Never,Never,Never,Never,Never,Pretty happy,1,1,1,1,1,5
18557,18557,Sev times a year,Sev times a year,Once a year,Sev times a year,Sev times a year,Once a year,Pretty happy,4,4,2,4,4,18
18558,18558,Sev times a mnth,Sev times a mnth,Once a month,Never,Once a month,Once a month,Pretty happy,5,5,3,1,3,17
18559,18559,Sev times a year,Once a month,Sev times a year,Sev times a mnth,Sev times a year,Sev times a year,Very happy,4,3,4,5,4,20
18560,18560,Once a year,Almost daily,Once a year,Once a year,Sev times a week,Sev times a week,Pretty happy,2,7,2,2,6,19
18561,18561,Once a year,Once a month,Sev times a week,Once a month,Once a month,Once a year,Pretty happy,2,3,6,3,3,17
18562,18562,Once a year,Once a year,Once a month,Once a year,Sev times a year,Never,Pretty happy,2,2,3,2,4,13
18563,18563,Once a year,Once a year,Sev times a year,No such people,Sev times a year,Once a month,Pretty happy,2,2,4,0,4,12
18564,18564,Once a year,Once a year,Once a month,Once a year,Sev times a week,Once a year,Pretty happy,2,2,3,2,6,15
18565,18565,Once a year,Sev times a year,Once a month,Once a year,Once a month,Once a year,Pretty happy,2,4,3,2,3,14
18566,18566,Once a year,Sev times a year,Sev times a mnth,Sev times a year,Sev times a mnth,Sev times a week,Pretty happy,2,4,5,4,5,20
18567,18567,Once a year,Once a month,Once a month,Once a month,Sev times a mnth,Sev times a mnth,Very happy,2,3,3,3,5,16
18568,18568,Once a year,Sev times a mnth,Once a year,Sev times a mnth,Sev times a mnth,Sev times a mnth,Pretty happy,2,5,2,5,5,19
18569,18569,Sev times a year,Once a month,Sev times a week,Sev times a year,Sev times a mnth,Sev times a week,Pretty happy,4,3,6,4,5,22
18570,18570,Once a year,Once a year,Sev times a year,Once a year,Sev times a year,Sev times a mnth,Pretty happy,2,2,4,2,4,14
18571,18571,Once a year,Once a year,Sev times a mnth,Once a year,Sev times a year,Sev times a year,Very happy,2,2,5,2,4,15
18572,18572,Sev times a year,Sev times a week,Sev times a year,Once a year,Sev times a year,Once a year,Pretty happy,4,6,4,2,4,20
18573,18573,Sev times a mnth,Sev times a week,Once a month,No such people,Once a year,Once a year,Pretty happy,5,6,3,0,2,16
18574,18574,Once a year,Once a year,Sev times a week,Once a year,Sev times a week,Never,Pretty happy,2,2,6,2,6,18
18575,18575,Once a year,Once a year,Sev times a week,Once a year,Sev times a mnth,Never,Pretty happy,2,2,6,2,5,17
18576,18576,Sev times a mnth,Sev times a mnth,Never,Sev times a mnth,Sev times a mnth,Never,Very happy,5,5,1,5,5,21
18577,18577,Once a year,Once a month,Never,No such people,Once a year,Never,Very happy,2,3,1,0,2,8
18578,18578,Sev times a mnth,Sev times a mnth,Sev times a week,Sev times a mnth,Sev times a mnth,Sev times a week,Pretty happy,5,5,6,5,5,26
18579,18579,Once a year,Sev times a year,Sev times a mnth,Once a year,Once a month,Sev times a mnth,Very happy,2,4,5,2,3,16
18580,18580,Sev times a week,Sev times a mnth,Never,No such people,Sev times a week,Once a month,Pretty happy,6,5,1,0,6,18
18581,18581,Sev times a year,Sev times a year,Never,Sev times a mnth,Sev times a week,Sev times a mnth,Pretty happy,4,4,1,5,6,20
18582,18582,Once a year,Sev times a year,Sev times a year,Once a year,Sev times a year,Once a month,Pretty happy,2,4,4,2,4,16
18583,18583,Sev times a year,Sev times a year,Sev times a week,Once a year,Sev times a year,Once a month,Pretty happy,4,4,6,2,4,20
18584,18584,Almost daily,Sev times a year,Sev times a week,Sev times a week,Sev times a year,Sev times a year,Very happy,7,4,6,6,4,27
18585,18585,Once a year,Sev times a year,Sev times a mnth,Once a year,Sev times a year,Once a month,Pretty happy,2,4,5,2,4,17
18586,18586,Once a month,Sev times a year,Sev times a week,Once a month,Sev times a mnth,Once a month,Pretty happy,3,4,6,3,5,21
18587,18587,Once a year,Once a month,Sev times a week,No such people,Sev times a week,,Very happy,2,3,6,0,6,17
18588,18588,Once a month,Never,Sev times a week,Once a year,Sev times a week,Sev times a year,Very happy,3,1,6,2,6,18
18589,18589,Sev times a mnth,Sev times a mnth,Never,Never,Never,Never,Pretty happy,5,5,1,1,1,13
18591,18591,Once a month,Almost daily,Sev times a week,Once a year,Sev times a week,Never,Not too happy,3,7,6,2,6,24
18592,18592,Almost daily,Almost daily,Sev times a mnth,Almost daily,Sev times a week,Sev times a week,Pretty happy,7,7,5,7,6,32
18593,18593,Sev times a year,Sev times a year,Sev times a mnth,Sev times a year,Sev times a mnth,Sev times a year,Very happy,4,4,5,4,5,22
18594,18594,Sev times a year,Once a month,Never,Sev times a year,Sev times a week,Sev times a week,Not too happy,4,3,1,4,6,18
18595,18595,Never,Once a year,Sev times a mnth,Once a year,Sev times a mnth,Sev times a week,Pretty happy,1,2,5,2,5,15
18596,18596,Sev times a week,Sev times a week,Sev times a mnth,Sev times a week,Sev times a week,Sev times a week,Very happy,6,6,5,6,6,29
18597,18597,Never,Almost daily,Never,Never,Never,Never,Pretty happy,1,7,1,1,1,11
18598,18598,Sev times a year,Sev times a year,Almost daily,Sev times a year,Sev times a mnth,Sev times a mnth,Pretty happy,4,4,7,4,5,24
18599,18599,Once a year,Once a year,Almost daily,Once a year,Never,Never,Pretty happy,2,2,7,2,1,14
18600,18600,Never,Almost daily,Never,No such people,Never,Never,Very happy,1,7,1,0,1,10
18601,18601,Once a year,Once a year,Never,No such people,Sev times a year,Sev times a year,Not too happy,2,2,1,0,4,9
18602,18602,Almost daily,Almost daily,Sev times a week,Almost daily,Once a month,Never,,7,7,6,7,3,30
18603,18603,No such people,Almost daily,Never,No such people,Never,Never,Very happy,0,7,1,0,1,9
18604,18604,Once a year,Once a month,Never,No such people,Sev times a mnth,Never,Not too happy,2,3,1,0,5,11
18605,18605,Sev times a week,Sev times a week,Once a month,Never,Once a month,Once a year,Very happy,6,6,3,1,3,19
18606,18606,Sev times a week,Sev times a week,Almost daily,No such people,Never,Never,Not too happy,6,6,7,0,1,20
18607,18607,Sev times a week,Almost daily,Sev times a week,Almost daily,Once a month,Never,Pretty happy,6,7,6,7,3,29
18608,18608,Almost daily,Almost daily,Sev times a week,Never,Once a month,Once a year,Pretty happy,7,7,6,1,3,24
18609,18609,Almost daily,Sev times a week,Sev times a mnth,Sev times a week,Sev times a mnth,Once a year,Pretty happy,7,6,5,6,5,29
18610,18610,Sev times a mnth,Sev times a mnth,Sev times a mnth,Sev times a week,Sev times a mnth,Don't know,Pretty happy,5,5,5,6,5,26
18611,18611,Once a year,Sev times a mnth,Sev times a mnth,No such people,Once a month,Never,Very happy,2,5,5,0,3,15
18612,18612,Sev times a week,Once a month,Sev times a week,No such people,Sev times a year,Never,Pretty happy,6,3,6,0,4,19
18613,18613,Once a year,Sev times a year,Sev times a week,Sev times a mnth,Once a month,Once a month,Pretty happy,2,4,6,5,3,20
18614,18614,Sev times a week,Sev times a week,Sev times a mnth,Sev times a year,Sev times a year,Sev times a year,Not too happy,6,6,5,4,4,25
18615,18615,Almost daily,Almost daily,Almost daily,Almost daily,Sev times a week,Once a month,Not too happy,7,7,7,7,6,34
18616,18616,Sev times a week,Once a month,Sev times a mnth,Once a month,Sev times a year,Once a year,Pretty happy,6,3,5,3,4,21
18617,18617,Sev times a mnth,Once a month,Never,Sev times a mnth,Sev times a year,Once a month,Pretty happy,5,3,1,5,4,18
18618,18618,Sev times a year,Sev times a mnth,Sev times a year,Almost daily,Sev times a mnth,Never,Pretty happy,4,5,4,7,5,25
18619,18619,Almost daily,Almost daily,Almost daily,Almost daily,Once a year,Never,Pretty happy,7,7,7,7,2,30
18620,18620,Once a month,Sev times a week,Once a month,Sev times a week,Sev times a mnth,Once a month,Pretty happy,3,6,3,6,5,23
18621,18621,Sev times a mnth,Sev times a year,Almost daily,Almost daily,Almost daily,Sev times a week,Very happy,5,4,7,7,7,30
18622,18622,Sev times a mnth,Sev times a year,Never,No such people,Sev times a week,Never,Very happy,5,4,1,0,6,16
18623,18623,Never,Never,Never,No such people,Never,Never,Not too happy,1,1,1,0,1,4
18624,18624,No such people,Sev times a week,Once a month,Sev times a week,Sev times a year,Once a year,Pretty happy,0,6,3,6,4,19
18625,18625,No such people,Sev times a week,Sev times a week,Once a month,Once a month,Never,Pretty happy,0,6,6,3,3,18
18626,18626,Once a year,Sev times a year,Sev times a year,Sev times a mnth,Sev times a mnth,Sev times a year,Very happy,2,4,4,5,5,20
18627,18627,Sev times a mnth,Sev times a mnth,Never,Sev times a mnth,Sev times a mnth,Sev times a mnth,Pretty happy,5,5,1,5,5,21
18628,18628,Once a year,Sev times a year,Once a month,No such people,Once a year,Never,Pretty happy,2,4,3,0,2,11
18629,18629,Sev times a week,Sev times a week,Sev times a year,Sev times a week,Sev times a mnth,Sev times a year,Pretty happy,6,6,4,6,5,27
18630,18630,Sev times a mnth,Once a month,Once a year,Never,Sev times a week,Sev times a week,Very happy,5,3,2,1,6,17
18631,18631,Sev times a year,Sev times a week,Never,Almost daily,Sev times a week,Never,Pretty happy,4,6,1,7,6,24
18632,18632,Sev times a week,Never,Once a month,Sev times a week,Sev times a mnth,Almost daily,Not too happy,6,1,3,6,5,21
